"usda_symbol","scientific_name","common_name","family","genus","usda_group"
"JASO","Jacquemontia solanifolia (L.) Hallier","cambustera de costa",,"Jacquemontia","Dicot"
"JEHE","Jepsonia heterandra Eastw.","foothill jepsonia",,"Jepsonia","Dicot"
"JERA","Jensia rammii (Greene) B.G. Baldw.","Ramm's madia",,"Jensia","Dicot"
"JUAC3","Juncus acutiflorus Ehrh.","sharpflower rush",,"Juncus","Monocot"
"JUAI2","Juglans ailantifolia Carrière","Japanese walnut",,"Juglans","Dicot"
"JUALN","Juncus alpinoarticulatus Chaix ssp. nodulosus (Wahlenb.) Hämet-Ahti","northern green rush",,"Juncus","Monocot"
"JUARA5","Juncus arcticus Willd. ssp. arcticus ","arctic rush",,"Juncus","Monocot"
"JUBUO","Juncus bufonius L. var. occidentalis F.J. Herm.","toad rush",,"Juncus","Monocot"
"JUCOO","Juncus covillei Piper var. obtusatus C.L. Hitchc.","Coville's rush",,"Juncus","Monocot"
"JUDE","Juncus debilis A. Gray","weak rush",,"Juncus","Monocot"
"JUDI","Juncus dichotomus Elliott","forked rush",,"Juncus","Monocot"
"JUDRS","Juncus drummondii E. Mey. var. subtriflorus (E. Mey.) C.L. Hitchc.","threeflower rush",,"Juncus","Monocot"
"JUEFE","Juncus effusus L. var. exiguus Fernald & Wiegand","lamp rush",,"Juncus","Monocot"
"JUHY4","Jungermannia hyalina Lyell",,,"Jungermannia","Liverwort"
"JUKAH","Jungermannia karl-muelleri Grolle ssp. heteroicum (R.M. Schust.) Stotler & Stotl.-Crand.",,,"Jungermannia","Liverwort"
"JUMA4","Juncus marginatus Rostk.","grassleaf rush",,"Juncus","Monocot"
"JUMA8","Juglans mandshurica Maxim.","Manchurian walnut",,"Juglans","Dicot"
"JUMIS","Juglans microcarpa Berl. var. stewartii (I.M. Johnst.) W. Manning","Stewart's little walnut",,"Juglans","Dicot"
"JUOS","Juniperus osteosperma (Torr.) Little","Utah juniper",,"Juniperus","Gymnosperm"
"JUPA2","Juncus patens E. Mey.","spreading rush",,"Juncus","Monocot"
"JUPH2","Juniperus phoenicea L.","Phoenician juniper",,"Juniperus","Gymnosperm"
"JUPI5","Justicia pilosella (Nees) Hilsenb.","Gregg's tube tongue",,"Justicia","Dicot"
"JUSA","Juncus saximontanus A. Nelson","Rocky Mountain rush",,"Juncus","Monocot"
"JUSC4","Jungermannia schusterana J.D. Godfrey & G. Godfrey",,,"Jungermannia","Liverwort"
"JUST2","Juncus ×stuckeyi Reinking [alpinoarticulatus × torreyi]","rush",,"Juncus","Monocot"
"JUSU","Juncus subcaudatus (Engelm.) Coville & S.F. Blake","woodland rush",,"Juncus","Monocot"
"JUSU9","Julella sublactea (Nyl.) R.C. Harris","julella lichen",,"Julella","Lichen"
"JUTR3","Juncus triformis Engelm.","Yosemite dwarf rush",,"Juncus","Monocot"
"JUTR5","Juncus trigonocarpus Steud.","redpod rush",,"Juncus","Monocot"
"JUTW","Juncus tweedyi Rydb.","Tweedy's rush",,"Juncus","Monocot"
"JUVIV","Juniperus virginiana L. var. virginiana ","eastern redcedar",,"Juniperus","Gymnosperm"
"JUWR","Justicia wrightii A. Gray","Wright's waterwillow",,"Justicia","Dicot"
"KACA2","Kalmia carolina Small","Carolina laurel",,"Kalmia","Dicot"
"KAFE","Kalanchoe fedtschenkoi Raym.-Hamet & H. Perrier","lavender scallops",,"Kalanchoe","Dicot"
"KAGR","Kallstroemia grandiflora Torr. ex A. Gray","Arizona poppy",,"Kallstroemia","Dicot"
"KALAN","Kalanchoe Adans.","widow's-thrill",,"Kalanchoe","Dicot"
"KAMI","Kalmia microphylla (Hook.) A. Heller","alpine laurel",,"Kalmia","Dicot"
"KEANA","Keckiella antirrhinoides (Benth.) Straw ssp. antirrhinoides ","snapdragon penstemon",,"Keckiella","Dicot"
"KETEL","Keteleeria Carrière","keteleeria",,"Keteleeria","Gymnosperm"
"KIBL","Kiaeria blyttii (Schimp.) Broth.","Blytt's kiaeria moss",,"Kiaeria","Moss"
"KLAN","Kleinia anteuphorbium (L.) Haw.",,,"Kleinia","Dicot"
"KOBRE","Kobresia Willd.","bog sedge",,"Kobresia","Monocot"
"KOCA3","Koeleria caudata (Link) Steud.",,,"Koeleria","Monocot"
"KOELR","Koelreuteria Laxm.","koelreuteria",,"Koelreuteria","Dicot"
"KOENI","Koenigia L.","koenigia",,"Koenigia","Dicot"
"KOFL2","Kopsia flavida Blume","yellow kopsia",,"Kopsia","Dicot"
"KOHLE","Kohleria Regel","kohleria",,"Kohleria","Dicot"
"KOIS","Koenigia islandica L.","island purslane",,"Koenigia","Dicot"
"KOKIA","Kokia Lewt.","treecotton",,"Kokia","Dicot"
"KOMA","Koeleria macrantha (Ledeb.) Schult.","prairie Junegrass",,"Koeleria","Monocot"
"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge",,"Kobresia","Monocot"
"KOSI","Kobresia sibirica (Turcz. ex Ledeb.) Boeckeler","Siberian bog sedge",,"Kobresia","Monocot"
"KRER","Krameria erecta Willd. ex Schult.","littleleaf ratany",,"Krameria","Dicot"
"KRIX","Krameria ixine L.","abrojo colorado",,"Krameria","Dicot"
"KRRA","Krameria ramosissima (A. Gray) S. Watson","manystem ratany",,"Krameria","Dicot"
"KUSY","Kurzia sylvatica (A. Evans) Grolle",,,"Kurzia","Liverwort"
"KYBO","Kyhosia bolanderi (A. Gray) B.G. Baldw.","Bolander's madia",,"Kyhosia","Dicot"
"KYGR","Kyllinga gracillima Miq.","pasture spikesedge",,"Kyllinga","Monocot"
"KYHOS","Kyhosia B.G. Baldw.","kyhosia",,"Kyhosia","Dicot"
"LAAN81","Lavandula angustifolia Mill.","English lavender",,"Lavandula","Dicot"
"LAAS","Lavatera assurgentiflora Kellogg","island mallow",,"Lavatera","Dicot"
"LABI3","Lathyrus biflorus T.W. Nelson & J.P. Nelson","twoflower pea",,"Lathyrus","Dicot"
"LACA5","Lachnanthes caroliana (Lam.) Dandy","Carolina redroot",,"Lachnanthes","Monocot"
"LACA8","Lantana canescens Kunth","hammock shrubverbena",,"Lantana","Dicot"
"LACAC2","Lasthenia californica DC. ex Lindl. ssp. californica ","California goldfields",,"Lasthenia","Dicot"
"LACE","Lappula cenchrusoides A. Nelson","Great Plains stickseed",,"Lappula","Dicot"
"LACH","Layia chrysanthemoides (DC.) A. Gray","smooth tidytips",,"Layia","Dicot"
"LACL2","Lathyrus clymenum L.","cicercha purpurina",,"Lathyrus","Dicot"
"LACO14","Launaea cornuta (Hochst. ex Oliv. & Hiern) C. Jeffrey",,,"Launaea","Dicot"
"LACTU","Lactuca L.","lettuce",,"Lactuca","Dicot"
"LADE2","Larix decidua Mill.","European larch",,"Larix","Gymnosperm"
"LADI3","Lasiacis divaricata (L.) Hitchc.","smallcane",,"Lasiacis","Monocot"
"LAEN","Lachnocaulon engleri Ruhl.","Engler's bogbutton",,"Lachnocaulon","Monocot"
"LAEU","Lathyrus eucosmus Butters & H. St. John","bush vetchling",,"Lathyrus","Dicot"
"LAFA2","Labordia fagraeoidea Gaudich.","summit labordia",,"Labordia","Dicot"
"LAFR4","Lasthenia fremontii (Torr. ex A. Gray) Greene","Fremont's goldfields",,"Lasthenia","Dicot"
"LAGM3","Larix gmelinii (Rupr.) Rupr.","Dahurian larch",,"Larix","Gymnosperm"
"LAGR","Lactuca graminifolia Michx.","grassleaf lettuce",,"Lactuca","Dicot"
"LAHE2","Labordia hedyosmifolia Baill.","bog labordia",,"Labordia","Dicot"
"LAHE3","Labordia helleri Sherff","Napali Coast labordia",,"Labordia","Dicot"
"LAHE6","Landolphia heudelotii A. DC.","landolphia rubber",,"Landolphia","Dicot"
"LAHI5","Labordia hirtella H. Mann","mountain labordia",,"Labordia","Dicot"
"LAHO2","Lathyrus holochlorus (Piper) C.L. Hitchc.","thinleaf pea",,"Lathyrus","Dicot"
"LAIN14","Lathyrus inconspicuus L.","inconspicuous pea",,"Lathyrus","Dicot"
"LAJAM","Lathyrus japonicus Willd. var. maritimus (L.) Kartesz & Gandhi","beach pea",,"Lathyrus","Dicot"
"LALE4","Lasthenia leptalea (A. Gray) Ornduff","Salinas Valley goldfields",,"Lasthenia","Dicot"
"LALU","Lactuca ludoviciana (Nutt.) Riddell","biannual lettuce",,"Lactuca","Dicot"
"LAMA8","Lasthenia maritima (A. Gray) Ornduff","seaside goldfields",,"Lasthenia","Dicot"
"LAMO2","Lantana montevidensis (Spreng.) Briq.","trailing shrubverbena",,"Lantana","Dicot"
"LANEP5","Lathyrus nevadensis S. Watson ssp. lanceolatus (Howell) C.L. Hitchc. var. pilosellus (M. Peck) C.L. Hitchc.","Sierra pea",,"Lathyrus","Dicot"
"LANTA","Lantana L.","lantana",,"Lantana","Dicot"
"LAOC","Larix occidentalis Nutt.","western larch",,"Larix","Gymnosperm"
"LAPA4","Lathyrus palustris L.","marsh pea",,"Lathyrus","Dicot"
"LAPE3","Lallemantia peltata (L.) Fisch. & C.A. Mey.","lion's heart",,"Lallemantia","Dicot"
"LAPO2","Lathyrus polymorphus Nutt.","manystem pea",,"Lathyrus","Dicot"
"LAPU12","Landoltia punctata (G. Mey.) D.H. Les & D.J. Crawford","dotted duckmeat",,"Landoltia","Monocot"
"LAPUI","Lamium purpureum L. var. incisum (Willd.) Pers.","purple deadnettle",,"Lamium","Dicot"
"LASC3","Laennecia schiedeana (Less.) G.L. Nesom","pineland horseweed",,"Laennecia","Dicot"
"LASEP","Langloisia setosissima (Torr. & A. Gray ex Torr.) Greene ssp. punctata (A. Gray ex Coville) Timbrook","Great Basin langloisia",,"Langloisia","Dicot"
"LASI","Lagenaria siceraria (Molina) Standl.","bottle gourd",,"Lagenaria","Dicot"
"LASIO","Lasiospermum M. Lagasca","cocoonhead",,"Lasiospermum","Dicot"
"LASO2","Laennecia sophiifolia (Kunth) G.L. Nesom","leafy horseweed",,"Laennecia","Dicot"
"LASOP","Lasiacis sorghoidea (Desv. ex Ham.) Hitchc. & Chase var. patentiflora (Hitchc. & Chase) Davidse","woodland tribisee",,"Lasiacis","Monocot"
"LASP","Lagerstroemia speciosa (L.) Pers.","pride of India",,"Lagerstroemia","Dicot"
"LATA","Lactuca tatarica (L.) C.A. Mey.","blue lettuce",,"Lactuca","Dicot"
"LATE6","Lathrocasis tenerrima (A. Gray) L.A. Johnson","delicate gilia",,"Lathrocasis","Dicot"
"LATIW2","Labordia tinifolia A. Gray var. wahiawaensis H. St. John","Wahiawa labordia",,"Labordia","Dicot"
"LATO","Lathyrus torreyi A. Gray","Torrey's pea",,"Lathyrus","Dicot"
"LAUDE","Lauderlindsaya J.C. David & D. Hawksw.",,,"Lauderlindsaya","Lichen"
"LAUR2","Lantana urticoides Hayek","West Indian shrubverbena",,"Lantana","Dicot"
"LAVE","Lathyrus venosus Muhl. ex Willd.","veiny pea",,"Lathyrus","Dicot"
"LAVEA","Lathyrus vestitus Nutt. ssp. alefeldii (T.G. White) Broich","Alefeld's pea",,"Lathyrus","Dicot"
"LAVEL","Lathyrus vestitus Nutt. ssp. laetiflorus (Greene) Broich","Pacific pea",,"Lathyrus","Dicot"
"LAWA3","Labordia waiolani Wawra","Nevada peavine",,"Labordia","Dicot"
"LEAC8","Leucolepis acanthoneuron (Schwägr.) Lindb.","leucolepis umbrella moss",,"Leucolepis","Moss"
"LEAE2","Lemna aequinoctialis Welw.","lesser duckweed",,"Lemna","Monocot"
"LEALA","Leavenworthia alabamica Rollins var. alabamica ","Alabama gladecress",,"Leavenworthia","Dicot"
"LEALA2","Lecanora albella (Pers.) Ach. var. albella ",,,"Lecanora","Lichen"
"LEALE","Lepidium alyssoides A. Gray var. eastwoodiae (Wooton) Rollins","mesa pepperwort",,"Lepidium","Dicot"
"LEALR","Lecanora albella (Pers.) Ach. var. rubescens (Imshaug & Brodo) Lumbsch",,,"Lecanora","Lichen"
"LEAM13","Leptosiphon ambiguus (Rattan) J.M. Porter & L.A. Johnson","serpentine linanthus",,"Leptosiphon","Dicot"
"LEAN","Lespedeza angustifolia (Pursh) Elliott","narrowleaf lespedeza",,"Lespedeza","Dicot"
"LEAR15","Leptogium arcticum P.M. Jørg.","arctic skin lichen",,"Leptogium","Lichen"
"LEAR2","Lesquerella arctica (Wormsk. ex Hornem.) S. Watson","arctic bladderpod",,"Lesquerella","Dicot"
"LEAT61","Lecanora atrosulphurea (Wahlenb.) Ach.","rim lichen",,"Lecanora","Lichen"
"LEAUA3","Leptosiphon aureus (Nutt.) J.M. Porter & L.A. Johnson ssp. aureus ","golden linanthus",,"Leptosiphon","Dicot"
"LEAUD","Leptosiphon aureus (Nutt.) J.M. Porter & L.A. Johnson ssp. decorus (A. Gray) J.M. Porter & L.A. Johnson","golden linanthus",,"Leptosiphon","Dicot"
"LEBU","Leiophyllum buxifolium (Bergius) Elliott","sandmyrtle",,"Leiophyllum","Dicot"
"LEBY","Leptogium byssinum (Hoffm.) Zwackh ex Nyl.","skin lichen",,"Leptogium","Lichen"
"LECA18","Lesquerella calderi G. Mulligan & A.E. Porsild","Calder's bladderpod",,"Lesquerella","Dicot"
"LECA34","Lecidea cascadensis H. Magn.","Cascade lecidea lichen",,"Lecidea","Lichen"
"LECA35","Lecidella carpathica Körb.","lecidella lichen",,"Lecidella","Lichen"
"LECA4","Lepechinia cardiophylla Epling","Santa Ana pitchersage",,"Lepechinia","Dicot"
"LECA56","Lepraria cacuminum (A. Massal.) Lohtander",,,"Lepraria","Lichen"
"LECA8","Lespedeza capitata Michx.","roundhead lespedeza",,"Lespedeza","Dicot"
"LECAC2","Leptodactylon californicum Hook. & Arn. ssp. californicum ","California prickly phlox",,"Leptodactylon","Dicot"
"LECL2","Lecanora cladonioides Lynge","rim lichen",,"Lecanora","Lichen"
"LECO37","Leptospermum coriaceum (F. Muell. ex Miq.) Cheel","green teatree",,"Leptospermum","Dicot"
"LECO38","Lecania constricta W.A. Weber",,,"Lecania","Lichen"
"LECO8","Ledum ×columbianum Piper (pro sp.) [glandulosum × groenlandicum]","Labrador tea",,"Ledum","Dicot"
"LECRE","Leavenworthia crassa Rollins var. elongata ","fleshyfruit gladecress",,"Leavenworthia","Dicot"
"LEDE11","Lecidea despecta Th. Fr.","lecidea lichen",,"Lecidea","Lichen"
"LEDI12","Lecidea diapensiae Th. Fr.","lecidea lichen",,"Lecidea","Lichen"
"LEDU5","Lecania dudleyi Herre","Dudley's lecania lichen",,"Lecania","Lichen"
"LEEF","Lecidella effugiens (Nilson) Knoph & Hertel","lecidella lichen",,"Lecidella","Lichen"
"LEEL14","Leptolejeunea elliptica (Lehm. & Lindenb.) Schiffn.",,,"Leptolejeunea","Liverwort"
"LEER5","Leptogium erectum Sierk","erect skin lichen",,"Leptogium","Lichen"
"LEEXL","Leavenworthia exigua Rollins var. laciniata ","Tennessee gladecress",,"Leavenworthia","Dicot"
"LEFL18","Leptodontium flexifolium (With.) Hampe","leptodontium moss",,"Leptodontium","Moss"
"LEFLG2","Leptosiphon floribundum (A. Gray) J.M. Porter & L.A. Johnson ssp. glaber (R. Patt.) J.M. Porter & L.A. Johnson","manyflower linanthus",,"Leptosiphon","Dicot"
"LEFU4","Lecanora fuscescens (Sommerf.) Nyl.","rim lichen",,"Lecanora","Lichen"
"LEGLG","Lessingia glandulifera A. Gray var. glandulifera ","valley lessingia",,"Lessingia","Dicot"
"LEGR","Ledum groenlandicum Oeder","bog Labrador tea",,"Ledum","Dicot"
"LEGR15","Leprocaulon gracilescens (Nyl.) Lamb & Ward","mealy lichen",,"Leprocaulon","Lichen"
"LEHA8","Lecidea hassei Zahlbr.","Hasse's lecidea lichen",,"Lecidea","Lichen"
"LEHIH","Leontodon hispidus L. ssp. hispidus ","bristly hawkbit",,"Leontodon","Dicot"
"LEHIH2","Lespedeza hirta (L.) Hornem. ssp. hirta ","hairy lespedeza",,"Lespedeza","Dicot"
"LEHO2","Lecanora horiza (Ach.) Lindasy","rim lichen",,"Lecanora","Lichen"
"LEHY2","Lepidium hyssopifolium Desv.","hyssopleaf pepperweed",,"Lepidium","Dicot"
"LEHY4","Lecanora hybocarpa (Tuck.) Brodo","rim lichen",,"Lecanora","Lichen"
"LEINL","Lechea intermedia Leggett ex Britton var. laurentiana Hodgdon","largepod pinweed",,"Lechea","Dicot"
"LEITN","Leitneria Chapm.","corkwood",,"Leitneria","Dicot"
"LEKEK","Lewisia kelloggii K. Brandegee ssp. kelloggii ","Kellogg's lewisia",,"Lewisia","Dicot"
"LEKI2","Leucopoa kingii (S. Watson) W.A. Weber","spike fescue",,"Leucopoa","Monocot"
"LELA10","Leucanthemum lacustre (Brot.) Samp.","Portuguese daisy",,"Leucanthemum","Dicot"
"LELA7","Leptocoryphium lanatum (Kunth) Nees","lanilla",,"Leptocoryphium","Monocot"
"LELEL","Lessingia lemmonii A. Gray var. lemmonii ","Lemmon's lessingia",,"Lessingia","Dicot"
"LELI5","Lecanora lividolutea Rasanen","rim lichen",,"Lecanora","Lichen"
"LELO","Lespedeza ×longifolia DC. (pro sp.) [capitata × hirta]","lespedeza",,"Lespedeza","Dicot"
"LELO4","Lecanora louisianae de Lesd.","Louisiana rim lichen",,"Lecanora","Lichen"
"LELY6","Leibnitzia lyrata (D. Don) G.L. Nesom","Seeman's sunbonnets",,"Leibnitzia","Dicot"
"LEMA10","Lecanora maxima Lynge","rim lichen",,"Lecanora","Lichen"
"LEMA21","Lespedeza maximowiczii C.K. Schneid.",,,"Lespedeza","Dicot"
"LEMAM","Lechea maritima Leggett ex Britton, Sterns & Poggenb. var. maritima ","beach pinweed",,"Lechea","Dicot"
"LEMAV","Lechea maritima Leggett ex Britton, Sterns & Poggenb. var. virginica Hodgdon","Virginia pinweed",,"Lechea","Dicot"
"LEME","Lepanthopsis melanantha (Rchb. f.) Ames","tiny orchid",,"Lepanthopsis","Monocot"
"LEMI3","Lemna minor L.","common duckweed",,"Lemna","Monocot"
"LEMIH","Lejeunea minutiloba A. Evans var. heterogyna R.M. Schust.",,,"Lejeunea","Liverwort"
"LEMO9","Lecanora monticola H. Magn.","rim lichen",,"Lecanora","Lichen"
"LEMOC6","Lepidium montanum Nutt. var. coloradense Rollins","mountain pepperweed",,"Lepidium","Dicot"
"LEMU14","Lepisorus mucronatus (Fée) Li Wang","narrowtip lepisorus",,"Lepisorus","Fern"
"LENE15","Leskeella nervosa (Brid.) Loeske","leskeella",,"Leskeella","Moss"
"LENU8","Leptosiphon nuttallii (A. Gray) J.M. Porter & L.A. Johnson","Nuttall's linanthus",,"Leptosiphon","Dicot"
"LENUN","Leptosiphon nuttallii (A. Gray) J.M. Porter & L.A. Johnson ssp. nuttallii ","Nuttall's linanthus",,"Leptosiphon","Dicot"
"LEOB14","Leptosiphon oblanceolatus (Brand) J.M. Porter & L.A. Johnson","Sierra Nevada linanthus",,"Leptosiphon","Dicot"
"LEOB3","Lespedeza ×oblongifolia (Britton) W. Stone [angustifolia × hirta]","lespedeza",,"Lespedeza","Dicot"
"LEOB5","Lempholemma oblique-peltatum (Eschw.) C.W. Dodge","oblique lempholemma lichen",,"Lempholemma","Lichen"
"LEOR8","Lecanora orosthea (Ach.) Ach.",,,"Lecanora","Lichen"
"LEOVA","Lesquerella ovalifolia Rydb. ex Britton ssp. alba (Goodman) Rollins & Shaw","roundleaf bladderpod",,"Lesquerella","Dicot"
"LEPA17","Lepidium papilliferum (L.F. Hend.) A. Nelson & J.F. Macbr.","Idaho pepperweed",,"Lepidium","Dicot"
"LEPAD","Ledum palustre L. ssp. decumbens (Aiton) Hultén","marsh Labrador tea",,"Ledum","Dicot"
"LEPE13","Lecidea peliaspis (Tuck.) Zahlbr.","lecidea lichen",,"Lecidea","Lichen"
"LEPI2","Lepidium pinnatisectum (O.E. Schulz) C.L. Hitchc.","tansy pepperweed",,"Lepidium","Dicot"
"LEPI6","Lecanora piniperda Körb.","rim lichen",,"Lecanora","Lichen"
"LEPIN","Lepinia Decne.",,,"Lepinia","Dicot"
"LEPL3","Lecidea planetica Tuck.","lecidea lichen",,"Lecidea","Lichen"
"LEPR11","Lecidea protabacina Nyl.","lecidea lichen",,"Lecidea","Lichen"
"LEPTO11","Leptobryum (Bruch & Schimp.) Wilson","leptobryum moss",,"Leptobryum","Moss"
"LEPTU","Lepturus R. Br.","thintail",,"Lepturus","Monocot"
"LERE","Lepturus repens (G. Forst.) R. Br.","Pacific Island thintail",,"Lepturus","Monocot"
"LERER","Lewisia rediviva Pursh var. rediviva ","bitter root",,"Lewisia","Dicot"
"LERO7","Leptosiphon rosaceus (Hook. f.) Battaglia","rose linanthus",,"Leptosiphon","Dicot"
"LESA","Lechea san-sabeana (Buckley) Hodgdon","San Saba pinweed",,"Lechea","Dicot"
"LESA10","Lecidea santae-monicae H. Magn.","Santa Monica lecidea lichen",,"Lecidea","Lichen"
"LESAS","Leymus salinus (M.E. Jones) Á. Löve ssp. salinus ","saline wildrye",,"Leymus","Monocot"
"LESC","Leptochloa scabra Nees","rough sprangletop",,"Leptochloa","Monocot"
"LESU19","Lecidella subauriculata (de Lesd.) ined.?","lecidella lichen",,"Lecidella","Lichen"
"LETE24","Lecanora tenera (Nyl.) Crombie",,,"Lecanora","Lichen"
"LETE60","Lecidea tessellata Flörke","lecidea lichen",,"Lecidea","Lichen"
"LETE8","Lessingia tenuis (A. Gray) Coville","spring lessingia",,"Lessingia","Dicot"
"LETH6","Lepisorus thunbergianus (Kaulf.) Ching","weeping fern",,"Lepisorus","Fern"
"LETO2","Lechea torreyi Leggett ex Britton","piedmont pinweed",,"Lechea","Dicot"
"LETR2","Lewisia triphylla (S. Watson) B.L. Rob.","threeleaf lewisia",,"Lewisia","Dicot"
"LEUCA","Leucaena Benth.","leadtree",,"Leucaena","Dicot"
"LEUM4","Lecidea umbonata (Hepp) Mudd","lecidea lichen",,"Lecidea","Lichen"
"LEVA","Lemna valdiviana Phil.","valdivia duckweed",,"Lemna","Monocot"
"LEVI4","Leptochloa virgata (L.) P. Beauv.","Judd's grass",,"Leptochloa","Monocot"
"LEVI6","Lespedeza violacea (L.) Pers.","violet lespedeza",,"Lespedeza","Dicot"
"LEVIR","Lepidium virginicum L. var. robinsonii (Thell.) C.L. Hitchc.","Robinson's pepperweed",,"Lepidium","Dicot"
"LEWU","Lecidella wulfenii (Hepp) Körb.","Wulfen's lecidella lichen",,"Lecidella","Lichen"
"LIAE3","Liatris aestivalis G.L. Nesom & R. O'Kennon","blazing star",,"Liatris","Dicot"
"LIAL","Lippia alba (Mill.) N.E. Br. ex Britton & P. Wilson","bushy lippia",,"Lippia","Dicot"
"LIAL2","Linum alatum (Small) Winkl.","winged flax",,"Linum","Dicot"
"LIAP","Ligusticum apiifolium (Nutt. ex Torr. & A. Gray) A. Gray","celeryleaf licorice-root",,"Ligusticum","Dicot"
"LIAU3","Listera australis Lindl.","southern twayblade",,"Listera","Monocot"
"LIBO7","Liatris ×boykinii Torr. & A. Gray (pro sp.) [elegans × tenuifolia]","blazing star",,"Liatris","Dicot"
"LICA17","Limonium carolinianum (Walter) Britton","lavender thrift",,"Limonium","Dicot"
"LICAC8","Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill. var. caroliniense ","Carolina puccoon",,"Lithospermum","Dicot"
"LICO10","Lipochaeta connata (Gaudich.) DC.","nehe",,"Lipochaeta","Dicot"
"LICO16","Limprichtia cossonii (Schimp.) L.E. Anderson, H.A. Crum & W.R. Buck","Cosson's limprichtia moss",,"Limprichtia","Moss"
"LICO3","Linum compactum A. Nelson","Wyoming flax",,"Linum","Dicot"
"LICOC","Lipochaeta connata (Gaudich.) DC. var. connata ","nehe",,"Lipochaeta","Dicot"
"LICR","Lindernia crustacea (L.) F. Muell.","Malaysian false pimpernel",,"Lindernia","Dicot"
"LIDU","Lindernia dubia (L.) Pennell","yellowseed false pimpernel",,"Lindernia","Dicot"
"LIDUD","Lindernia dubia (L.) Pennell var. dubia ","yellowseed false pimpernel",,"Lindernia","Dicot"
"LIEX2","Liriope exiliflora (L.H. Bailey) H.H. Hume",,,"Liriope","Monocot"
"LIFLF2","Linum floridanum (Planch.) Trel. var. floridanum ","Florida yellow flax",,"Linum","Dicot"
"LIGE","Linaria genistifolia (L.) Mill.","broomleaf toadflax",,"Linaria","Dicot"
"LIGL2","Lithophragma glabrum Nutt.","bulbous woodland-star",,"Lithophragma","Dicot"
"LIGU","Liparis guamensis Ames",,,"Liparis","Monocot"
"LIHE2","Liatris helleri Porter","Heller's blazing star",,"Liatris","Dicot"
"LIIN2","Lithospermum incisum Lehm.","narrowleaf stoneseed",,"Lithospermum","Dicot"
"LIIN3","Linaria incarnata (Vent.) Spreng.","crimson toadflax",,"Linaria","Dicot"
"LILA6","Lipochaeta lavarum (Gaudich.) DC.","coastal nehe",,"Lipochaeta","Dicot"
