"Symbol","Scientific Name","Duration","Growth Habit","Native Status","Invasive"
"CLPU2","Clarkia purpurea","","","",""
"CLPUQ","Clarkia purpurea","","","",""
"CLPUP","Clarkia purpurea","","","",""
"CLPUQ","Clarkia quadrivulnera","","","",""
"CLRH","Clarkia rhomboidea Douglas ex Hook.","","","",""
"CLRO2","Clarkia rostrata W.S. Davis","","","",""
"CLRU","Clarkia rubicunda","","","",""
"CLRU","Clarkia rubicunda","","","",""
"CLSI","Clarkia similis F.H. Lewis & Ernst","","","",""
"CLSP","Clarkia speciosa F.H. Lewis & M.E. Lewis","","","",""
"CLSPI","Clarkia speciosa F.H. Lewis & M.E. Lewis ssp. immaculata F.H. Lewis & M.E. Lewis","","","",""
"CLSPN","Clarkia speciosa F.H. Lewis & M.E. Lewis ssp. nitens","","","",""
"CLSPP","Clarkia speciosa F.H. Lewis & M.E. Lewis ssp. polyantha F.H. Lewis & M.E. Lewis","","","",""
"CLSPS","Clarkia speciosa F.H. Lewis & M.E. Lewis ssp. speciosa","","","",""
"CLSP6","Clarkia springvillensis Vasek","","","",""
"CLST3","Clarkia stellata Mosquin","","","",""
"CLTE5","Clarkia tembloriensis Vasek","","","",""
"CLTEC","Clarkia tembloriensis Vasek ssp. calientensis","","","",""
"CLTET","Clarkia tembloriensis Vasek ssp. tembloriensis","","","",""
"CLUN","Clarkia unguiculata Lindl.","","","",""
"CLPUV","Clarkia viminea","","","",""
"CLVI2","Clarkia virgata Greene","","","",""
"CLWI","Clarkia williamsonii","","","",""
"CLXA","Clarkia xantiana A. Gray","","","",""
"CLXAP","Clarkia xantiana A. Gray ssp. parviflora","","","",""
"CLXAX","Clarkia xantiana A. Gray ssp. xantiana","","","",""
"CLASM","Clasmatodon Hook. & Wilson","","","",""
"CLPA17","Clasmatodon parvulus","","","",""
"CLPA17","Clasmatodon parvulus","","","",""
"CLPA17","Clasmatodon rupestris","","","",""
"CLATH","Clathroporina MÃ¼ll. Arg.","","","",""
"JUSU9","Clathroporina amygdalina sensu Fink","","","",""
"PONU8","Clathroporina confinis MÃ¼ll. Arg.","","","",""
"LAME5","Clathroporina diphloea Zahlbr.","","","",""
"JUSU9","Clathroporina exiguella Zahlbr.","","","",""
"CLIS2","Clathroporina isidiifera R.C. Harris","","","",""
"PONU8","Clathroporina nuculastrum MÃ¼ll. Arg.","","","",""
"CLSU19","Clathroporina subpungens","","","",""
"CLTE13","Clathroporina tetracerae","","","",""
"CLAUS","Clausena Burm. f.","","","",""
"CLDE9","Clausena dentata","","","",""
"CLLA9","Clausena lansium","","","",""
"SETE3","Clausenellia ternata","","","",""
"CLAUZ","Clauzadea Hafellner & Bellem.","","","",""
"CLIM3","Clauzadea immersa","","","",""
"CLMO9","Clauzadea monticola","","","",""
"CLAUZ2","Clauzadeana Roux","","","",""
"CLMA19","Clauzadeana macula","","","",""
"LUTE2","Clavenna tetrandra","","","",""
"CLAYT","Claytonia L.","","","",""
"CLAC6","Claytonia acutifolia Pall. ex Schult. [excluded]","","","",""
"CLES","Claytonia acutifolia Pall. ex Schult. ssp. graminifolia HultÃ©n","","","",""
"CLAR2","Claytonia arctica M.F. Adams","","","",""
"CLAR3","Claytonia arenicola L.F. Hend.","","","",""
"CLMEB","Claytonia bellidifolia Rydb.","","","",""
"MOBO","Claytonia bostockii A.E. Porsild","","","",""
"CLCA","Claytonia caroliniana Michx.","","","",""
"CLCAC","Claytonia caroliniana Michx. var. caroliniana","","","",""
"CLLAL","Claytonia caroliniana Michx. var. lanceolata","","","",""
"CLCAL","Claytonia caroliniana Michx. var. lewisii McNeill","","","",""
"CLCAL","Claytonia caroliniana Michx. var. spathulifolia","","","",""
"CLTUT","Claytonia caroliniana Michx. var. tuberosa","","","",""
"MOCH","Claytonia chamissoi Ledeb. ex Spreng.","","","",""
"CLLAC","Claytonia chrysantha Greene","","","",""
"CLCO3","Claytonia cordifolia S. Watson","","","",""
"CLTUC","Claytonia czukczorum Volkova","","","",""
"MODI2","Claytonia dichotoma Nutt.","","","",""
"MODI3","Claytonia diffusa Nutt.","","","",""
"CLES","Claytonia eschscholtzii Cham.","","","",""
"CLEX2","Claytonia exigua Torr. & A. Gray","","","",""
"CLEXE2","Claytonia exigua Torr. & A. Gray ssp. exigua","","","",""
"CLEXG2","Claytonia exigua Torr. & A. Gray ssp. glauca","","","",""
"MOPAF","Claytonia flagellaris Bong.","","","",""
"CLFL3","Claytonia flava A. Nelson","","","",""
"MOFO","Claytonia fontana","","","",""
"CLGY2","Claytonia gypsophiloides Fisch. & C.A. Mey.","","","",""
"CLHE","Claytonia heterophylla","","","",""
"MOHO","Claytonia howellii","","","",""
"CLLA2","Claytonia lanceolata Pall. ex Pursh","","","",""
"CLLAC","Claytonia lanceolata Pall. ex Pursh ssp. chrysantha","","","",""
"CLLAC","Claytonia lanceolata Pall. ex Pursh var. chrysantha","","","",""
"CLFL3","Claytonia lanceolata Pall. ex Pursh var. flava","","","",""
"CLLAI","Claytonia lanceolata Pall. ex Pursh var. idahoensis R.J. Davis","","","",""
"CLLAL","Claytonia lanceolata Pall. ex Pursh var. lanceolata","","","",""
"CLMU5","Claytonia lanceolata Pall. ex Pursh var. multiscapa","","","",""
"CLLAP","Claytonia lanceolata Pall. ex Pursh var. pacifica McNeill","","","",""
"CLLAP2","Claytonia lanceolata Pall. ex Pursh var. peirsonii Munz & I.M. Johnst.","","","",""
"CLRO5","Claytonia lanceolata Pall. ex Pursh var. rosea","","","",""
"CLLAS","Claytonia lanceolata Pall. ex Pursh var. sessilifolia","","","",""
"MOLI4","Claytonia linearis Douglas ex Hook.","","","",""
"CLVIV","Claytonia media","","","",""
"CLMEB","Claytonia megarhiza","","","",""
"CLMEM","Claytonia megarhiza","","","",""
"CLMEN","Claytonia megarhiza","","","",""
"CLME","Claytonia megarhiza","","","",""
"CLMU5","Claytonia multiscapa Rydb.","","","",""
"CLNE","Claytonia nevadensis S. Watson","","","",""
"CLMEN","Claytonia nivalis English","","","",""
"CLOG","Claytonia ogilviensis McNeill","","","",""
"CLPA10","Claytonia palustris Swanson & Kelley","","","",""
"CLPA5","Claytonia parviflora Douglas ex Hook.","","","",""
"CLPAG4","Claytonia parviflora Douglas ex Hook. ssp. grandiflora John M. Mill. & K.L. Chambers","","","",""
"CLPAP","Claytonia parviflora Douglas ex Hook. ssp. parviflora","","","",""
"CLPAU2","Claytonia parviflora Douglas ex Hook. ssp. utahensis","","","",""
"CLPAV","Claytonia parviflora Douglas ex Hook. ssp. viridis","","","",""
"CLRUD","Claytonia parviflora Douglas ex Hook. var. depressa A. Gray","","","",""
"CLEXG2","Claytonia parviflora Douglas ex Hook. var. glauca Nutt. ex Torr. & A. Gray","","","",""
"MOPAP","Claytonia parvifolia Moc. ex DC.","","","",""
"MOPAF","Claytonia parvifolia Moc. ex DC. ssp. flagellaris","","","",""
"MOPAF","Claytonia parvifolia Moc. ex DC. var. flagellaris","","","",""
"CLPE","Claytonia perfoliata Donn ex Willd.","","","",""
"CLPEI","Claytonia perfoliata Donn ex Willd. ssp. intermontana John M. Mill. & K.L. Chambers","","","",""
"CLPEM","Claytonia perfoliata Donn ex Willd. ssp. mexicana","","","",""
"CLPEP","Claytonia perfoliata Donn ex Willd. ssp. perfoliata","","","",""
"CLPAV","Claytonia perfoliata Donn ex Willd. ssp. viridis","","","",""
"CLPEP","Claytonia perfoliata Donn ex Willd. var. angustifolia Greene","","","",""
"CLRUD","Claytonia perfoliata Donn ex Willd. var. depressa","","","",""
"CLPEI","Claytonia perfoliata Donn ex Willd. var. intermontana","","","",""
"CLGY2","Claytonia perfoliata Donn ex Willd. var. nubigena","","","",""
"CLPAP","Claytonia perfoliata Donn ex Willd. var. parviflora","","","",""
"CLPAU2","Claytonia perfoliata Donn ex Willd. var. utahensis","","","",""
"CLSC","Claytonia porsildii Jurtzev","","","",""
"CLVIV","Claytonia robusta","","","",""
"CLRO5","Claytonia rosea Rydb.","","","",""
"CLRU2","Claytonia rubra","","","",""
"CLRUD","Claytonia rubra","","","",""
"CLRUR","Claytonia rubra","","","",""
"CLSA2","Claytonia sarmentosa C.A. Mey.","","","",""
"CLSA3","Claytonia saxosa Brandegee","","","",""
"CLSC","Claytonia scammaniana HultÃ©n","","","",""
"CLSI2","Claytonia sibirica L.","","","",""
"CLSIB","Claytonia sibirica L. var. bulbifera A. Gray","","","",""
"CLCO3","Claytonia sibirica L. var. cordifolia","","","",""
"CLHE","Claytonia sibirica L. var. heterophylla","","","",""
"CLSIS","Claytonia sibirica L. var. sibirica","","","",""
"CLVIA","Claytonia simsii Sweet","","","",""
"CLEXE2","Claytonia spathulata Douglas ex Hook. var. exigua","","","",""
"CLEXE2","Claytonia spathulata Douglas ex Hook. var. rosulata","","","",""
"CLEXE2","Claytonia spathulata Douglas ex Hook. var. spathulata","","","",""
"CLEXE2","Claytonia spathulata Douglas ex Hook. var. tenuifolia Torr. & A. Gray","","","",""
"CLPAV","Claytonia spathulata Douglas ex Hook. var. viridis","","","",""
"CLCAL","Claytonia spathulifolia Salisb.","","","",""
"LETR2","Claytonia triphylla S. Watson","","","",""
"CLTU","Claytonia tuberosa Pall. ex Schult.","","","",""
"CLTUC","Claytonia tuberosa Pall. ex Schult. var. czukczorum","","","",""
"CLTUT","Claytonia tuberosa Pall. ex Schult. var. tuberosa","","","",""
"CLUM","Claytonia umbellata S. Watson","","","",""
"CLVI3","Claytonia virginica L.","","","",""
"CLVIA","Claytonia virginica L. var. acutiflora DC.","","","",""
"CLVIH","Claytonia virginica L. var. hammondiae","","","",""
"CLVIA","Claytonia virginica L. var. simsii","","","",""
"CLVIV","Claytonia virginica L. var. virginica","","","",""
"CLVIL","Claytonia virginica L. var. virginica f. lutea R.J. Davis","","","",""
"CLVIV2","Claytonia virginica L. var. virginica f. virginica","","","",""
"CLWA6","Claytonia washingtoniana","","","",""
"CLEID","Cleidion Blume","","","",""
"CLSE5","Cleidion sessile Kaneh. & Hatus.","","","",""
"CLEIS7","Cleisostoma Blume","","","",""
"CLPO","Cleisostoma porrigens","","","",""
"CLEIS4","Cleistachne Benth.","","","",""
"CLSO5","Cleistachne sorghoides Benth.","","","",""
"CLEIS5","Cleistanthus Hook. f. ex Planch.","","","",""
"CLCA18","Cleistanthus carolinianus Jabl.","","","",""
"CLIN8","Cleistanthus insularis Kaneh.","","","",""
"CLEIS","Cleistes Rich. ex Lindl.","","","",""
"CLBI3","Cleistes bifaria","","","",""
"CLDI","Cleistes divaricata","","","",""
"CLBI3","Cleistes divaricata","","","",""
"CLDI","Cleistesiopsis divaricata","","","",""
"CLEIS3","Cleistocactus Lem.","","","",""
"CLIC2","Cleistocactus icosagonus","","","",""
"SYNE2","Cleistocalyx nitidus","","","",""
"CLEIS2","Cleistogenes Keng","","","",""
"CLSQ2","Cleistogenes squarrosa","","","",""
"CLEMA","Clematis L.","","","",""
"CLAD","Clematis addisonii Britton","","","",""
"CLAL","Clematis albicoma Wherry","","","",""
"CLCO4","Clematis albicoma Wherry var. coactilis Fernald","","","",""
"CLAP3","Clematis apiifolia DC.","","","",""
"CLAR7","Clematis armandii Franch.","","","",""
"CLOR","Clematis aurea A. Nelson & J.F. Macbr.","","","",""
"CLBA","Clematis baldwinii Torr. & A. Gray","","","",""
"CLBAB","Clematis baldwinii Torr. & A. Gray var. baldwinii","","","",""
"CLBAL","Clematis baldwinii Torr. & A. Gray var. latiuscula R.W. Long","","","",""
"CLVI4","Clematis beadlei","","","",""
"CLBI2","Clematis bigelovii Torr.","","","",""
"CLBR5","Clematis brachiata Thunb.","","","",""
"CLLIB","Clematis brevifolia Howell","","","",""
"CLCA17","Clematis campaniflora Brot.","","","",""
"CLCA3","Clematis catesbyana Pursh","","","",""
"CLCI2","Clematis cirrhosa L.","","","",""
"CLCO4","Clematis coactilis","","","",""
"CLTE2","Clematis coccinea Engelm.","","","",""
"CLCOC2","Clematis columbiana","","","",""
"CLOCD","Clematis columbiana","","","",""
"CLCOT","Clematis columbiana","","","",""
"CLCO2","Clematis columbiana","","","",""
"CLCR","Clematis crispa L.","","","",""
"CLCR","Clematis crispa L. var. walteri Pursh","","","",""
"CLPID","Clematis dictyota Greene","","","",""
"CLDI3","Clematis dioica L.","","","",""
"CLTET2","Clematis dioscoreifolia Levl. & Vaniot","","","",""
"CLTET2","Clematis dioscoreifolia Levl. & Vaniot var. robusta","","","",""
"CLDR","Clematis drummondii Torr. & A. Gray","","","",""
"CLPIP","Clematis filifera Benth.","","","",""
"CLFL8","Clematis flammula L.","","","",""
"CLFL","Clematis florida Thunb.","","","",""
"CLFR","Clematis fremontii S. Watson","","","",""
"CLFR","Clematis fremontii S. Watson var. riehlii Erickson","","","",""
"CLFU4","Clematis fusca Turcz.","","","",""
"CLVI4","Clematis gattingeri Small","","","",""
"CLGL","Clematis glaucophylla Small","","","",""
"CLHE6","Clematis henryi Oliv.","","","",""
"CLHE5","Clematis heracleifolia DC.","","","",""
"CLHI5","Clematis hirsuta Guill. & Perr.","","","",""
"CLHI","Clematis hirsutissima Pursh","","","",""
"CLHIA","Clematis hirsutissima Pursh var. arizonica","","","",""
"CLHIH","Clematis hirsutissima Pursh var. hirsutissima","","","",""
"CLHIS","Clematis hirsutissima Pursh var. scottii","","","",""
"CLHI5","Clematis incisodentata A. Rich.","","","",""
"CLIN6","Clematis integrifolia L.","","","",""
"CLKO3","Clematis koreana Kom.","","","",""
"CLLA3","Clematis lasiantha Nutt.","","","",""
"CLLI2","Clematis ligusticifolia Nutt.","","","",""
"CLLIB","Clematis ligusticifolia Nutt. var. brevifolia Nutt.","","","",""
"CLLIC","Clematis ligusticifolia Nutt. var. californica S. Watson","","","",""
"CLLIL2","Clematis ligusticifolia Nutt. var. ligusticifolia","","","",""
"CLMA21","Clematis macropetala Ledeb.","","","",""
"CLTEM","Clematis mandshurica Rupr.","","","",""
"CLTET2","Clematis maximowicziana Franch. & Savigny","","","",""
"CLCA3","Clematis micrantha Small","","","",""
"CLMI8","Clematis microphylla DC.","","","",""
"CLMIL2","Clematis microphylla DC. var. leptophylla F. Muell. ex Benth.","","","",""
"CLMO10","Clematis montana Buch.-Ham. ex DC.","","","",""
"CLMO6","Clematis morefieldii Kral","","","",""
"CLLIL2","Clematis neomexicana Wooton & Standl.","","","",""
"CLOCG","Clematis occidentalis","","","",""
"CLOCO","Clematis occidentalis","","","",""
"CLOCG","Clematis occidentalis","","","",""
"CLOCD","Clematis occidentalis","","","",""
"CLOC2","Clematis occidentalis","","","",""
"CLOC","Clematis ochroleuca Aiton","","","",""
"CLOR","Clematis orientalis L.","","","",""
"CLPA","Clematis palmeri Rose","","","",""
"CLTET2","Clematis paniculata Thunb.","","","",""
"CLPA2","Clematis pauciflora Nutt.","","","",""
"CLPI","Clematis pitcheri Torr. & A. Gray","","","",""
"CLPID","Clematis pitcheri Torr. & A. Gray var. dictyota","","","",""
"CLPIP","Clematis pitcheri Torr. & A. Gray var. filifera","","","",""
"CLPIP","Clematis pitcheri Torr. & A. Gray var. pitcheri","","","",""
"CLCOC2","Clematis pseudoalpina","","","",""
"CLRE2","Clematis recta L.","","","",""
"CLTEM","Clematis recta L. var. mandshurica","","","",""
"CLRE","Clematis reticulata Walter","","","",""
"CLHIS","Clematis scottii Porter","","","",""
"CLSM","Clematis smilacifolia Wall.","","","",""
"CLSO3","Clematis socialis Kral","","","",""
"CLSO6","Clematis songarica Bunge","","","",""
"CLLIL2","Clematis suksdorfii B.L. Rob.","","","",""
"CLTA2","Clematis tangutica","","","",""
"CLCOT","Clematis tenuiloba A. Gray","","","",""
"CLTE4","Clematis terniflora DC.","","","",""
"CLTEM","Clematis terniflora DC. var. mandshurica","","","",""
"CLTET2","Clematis terniflora DC. var. robusta","","","",""
"CLTET2","Clematis terniflora DC. var. terniflora","","","",""
"CLTE2","Clematis texensis Buckley","","","",""
"CLVE","Clematis versicolor Small ex Rydb.","","","",""
"CLOCO","Clematis verticillaris DC.","","","",""
"CLOCO","Clematis verticillaris DC. var. cacuminis Fernald","","","",""
"CLCOC2","Clematis verticillaris DC. var. columbiana","","","",""
"CLOCO","Clematis verticillaris DC. var. grandiflora B. Boivin","","","",""
"CLVI","Clematis vinacea Floden","","","",""
"CLVI4","Clematis viorna L.","","","",""
"CLVI4","Clematis viorna L. var. flaccida","","","",""
"CLAD","Clematis viornioides Britton","","","",""
"CLVI5","Clematis virginiana L.","","","",""
"CLVI5","Clematis virginiana L. var. missouriensis","","","",""
"CLVI6","Clematis vitalba L.","","","",""
"CLVI8","Clematis viticaulis Steele","","","",""
"CLVI7","Clematis viticella L.","","","",""
"CLWE2","Clematis welwitschii Hiern ex Kuntze","","","",""
"CLJA2","Clematis Ã—jackmanii T. Moore","","","",""
"RHRH4","Clementsia rhodantha","","","",""
"CLEOM","Cleome L.","","","",""
"CLAC4","Cleome aculeata L.","","","",""
"POTE8","Cleome aldanella Ernst","","","",""
"CLHA","Cleome arborea hort.","","","",""
"CLRU3","Cleome ciliata Schumach.","","","",""
"CLDI4","Cleome diffusa Banks ex DC.","","","",""
"CLGY","Cleome gynandra L.","","","",""
"CLHA","Cleome hasslerana Chodat, orth. var.","","","",""
"CLHA","Cleome hassleriana Chod.","","","",""
"CLHI6","Cleome hirta","","","",""
"CLHA","Cleome houtteana auct. non Schltdl.","","","",""
"CLIB","Cleome iberica DC.","","","",""
"CLVI9","Cleome icosandra L.","","","",""
"CLIS","Cleome isomeris Greene","","","",""
"CLLUJ","Cleome jonesii","","","",""
"CLLU2","Cleome lutea Hook.","","","",""
"CLLUJ","Cleome lutea Hook. var. jonesii J.F. Macbr.","","","",""
"CLLUL","Cleome lutea Hook. var. lutea","","","",""
"CLMU","Cleome multicaulis DC.","","","",""
"CLOR2","Cleome ornithopodioides L., nom. inq.","","","",""
"CLGY","Cleome pentaphylla L.","","","",""
"STPIP","Cleome pinnata Pursh","","","",""
"CLPL","Cleome platycarpa Torr.","","","",""
"CLHA","Cleome pungens auct. non Willd.","","","",""
"CLRU3","Cleome rutidosperma DC.","","","",""
"CLSP3","Cleome sandwicensis A. Gray","","","",""
"CLSE2","Cleome serrata Jacq.","","","",""
"CLSE","Cleome serrulata Pursh","","","",""
"CLSE","Cleome serrulata Pursh var. angusta","","","",""
"CLMU","Cleome sonorae SessÃ© & Moc. ex A. Gray","","","",""
"CLSP2","Cleome sparsifolia S. Watson","","","",""
"CLSP5","Cleome speciosa Kunth","","","",""
"CLSP5","Cleome speciosa Raf.","","","",""
"CLSP5","Cleome speciosissima Deppe ex Lindl.","","","",""
"CLSP3","Cleome spinosa Jacq.","","","",""
"CLHA","Cleome spinosa auct. non Jacq.","","","",""
"CLST","Cleome stenophylla Klotzsch ex Urb.","","","",""
"POTE8","Cleome tenuifolia Leconte ex Torr. & A. Gray, nom. inval.","","","",""
"CLVI9","Cleome viscosa L.","","","",""
"CLEOM2","Cleomella DC.","","","",""
"CLAN","Cleomella angustifolia Torr.","","","",""
"CLBR2","Cleomella brevipes S. Watson","","","",""
"CLPA3","Cleomella cornuta Rydb.","","","",""
"CLHI2","Cleomella grandiflora","","","",""
"CLHI2","Cleomella hillmanii A. Nelson","","","",""
"CLLO","Cleomella longipes Torr.","","","",""
"CLMA3","Cleomella macbrideana Payson","","","",""
"CLPL2","Cleomella mojavensis Payson","","","",""
"CLPA3","Cleomella montrosae Payson","","","",""
"CLPA3","Cleomella nana Eastw.","","","",""
"CLOB","Cleomella obtusifolia Torr. & FrÃ©m.","","","",""
"CLOB","Cleomella obtusifolia Torr. & FrÃ©m. var. pubescens A. Nelson","","","",""
"CLPL2","Cleomella oocarpa A. Gray","","","",""
"CLPA3","Cleomella palmeriana M.E. Jones","","","",""
"CLPA3","Cleomella palmeriana M.E. Jones var. goodrichii S.L. Welsh","","","",""
"CLPA4","Cleomella parviflora A. Gray","","","",""
"CLPL2","Cleomella plocasperma S. Watson","","","",""
"CLPL2","Cleomella plocasperma S. Watson var. mojavensis","","","",""
"CLPL2","Cleomella plocasperma S. Watson var. stricta Crum ex Jeps.","","","",""
"CLPL2","Cleomella stenosperma Coville","","","",""
"CLERM","Clermontia Gaudich.","","","",""
"CLARA","Clermontia arborescens","","","",""
"CLARW2","Clermontia arborescens","","","",""
"CLARW","Clermontia arborescens","","","",""
"CLAR4","Clermontia arborescens","","","",""
"CLOBO","Clermontia aspera E. Wimm. p.p.","","","",""
"CLCLC","Clermontia caerulea Hillebr. ssp. brevidens","","","",""
"CLCLC","Clermontia caerulea Hillebr. var. brevidens Skottsb., orth. var.","","","",""
"CLCLC","Clermontia caerulea Hillebr. var. degeneri Skottsb., orth. var.","","","",""
"CLCLC","Clermontia caerulea Hillebr. var. flavescens","","","",""
"CLCLR","Clermontia caerulea Hillebr. var. greenwelliana E. Wimm., orth. var.","","","",""
"CLCLC","Clermontia caerulea Hillebr. var. parvifolia Rock, orth. var.","","","",""
